SA22018_V1,SA22018__1,LAND_AREA_,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,SA22018_name,SA2_average_NZDep2018,SA2_average_NZDep2018_score,URPopnSA2_2018,TALB2018_V,TALB2018_1
"166700",Coromandel,10.869957740000000,10.869957740000000,1822787.356949999928474,5929316.980399999767542,-36.755758440000001,175.495715480000001,Coromandel,"8","1060","1743","01100",Thames-Coromandel District
"166800",Inlets Thames-Coromandel District,0.000000000000000,91.655045430000001,1820328.047199999913573,5925776.610949999652803,-36.788218890000003,175.469212010000007,Inlets Thames-Coromandel District,,,"3","01100",Thames-Coromandel District
"166900",Mercury Bay North,305.230542459999981,305.230542459999981,1832883.898049999959767,5919279.019650000147521,-36.843728570000003,175.611784730000011,Mercury Bay North,"5","977","1611","01100",Thames-Coromandel District
"167000",Whitianga North,12.513619309999999,12.513619309999999,1838471.304250000044703,5921599.604349999688566,-36.821439310000002,175.673658200000006,Whitianga North,"4","956","1491","01100",Thames-Coromandel District
"167100",Whitianga South,4.826974560000000,4.875326360000000,1840208.999300000024959,5920197.713399999774992,-36.833623400000000,175.693563960000006,Whitianga South,"7","1017","4002","01100",Thames-Coromandel District
"167200",Thames Coast,116.101868220000000,116.101868220000000,1826343.317299999995157,5901575.298000000417233,-37.004750700000002,175.543793349999987,Thames Coast,"7","1020","1704","01100",Thames-Coromandel District
"167300",Cooks Beach-Ferry Landing,2.696801070000000,2.696801070000000,1845020.503049999941140,5919285.421600000001490,-36.840603760000000,175.747755630000000,Cooks Beach-Ferry Landing,"2","926","459","01100",Thames-Coromandel District
"167400",Mercury Bay South,359.354165149999972,359.354165149999972,1841805.316249999916181,5904767.421849999576807,-36.972157760000002,175.716370259999991,Mercury Bay South,"4","964","1224","01100",Thames-Coromandel District
"167500",Kauaeranga,180.502623980000010,180.502623980000010,1833276.641700000036508,5889986.340950000099838,-37.107412699999998,175.625236459999996,Kauaeranga,"4","957","588","01100",Thames-Coromandel District
"167600",Thames North,2.622186480000000,2.622186480000000,1826155.394150000065565,5887501.244049999862909,-37.131538679999998,175.545918709999995,Thames North,"8","1042","1995","01100",Thames-Coromandel District
"167700",Thames Central,1.273034490000000,1.273034490000000,1825730.438700000056997,5886537.203300000168383,-37.140322810000001,175.541429660000006,Thames Central,"10","1125","1044","01100",Thames-Coromandel District
"167800",Thames South,3.278549710000000,3.278549710000000,1827268.309300000080839,5885518.704699999652803,-37.149122200000001,175.559037569999987,Thames South,"9","1063","3387","01100",Thames-Coromandel District
"167900",Hikuai,284.155896040000016,284.155896040000016,1845993.535350000020117,5890332.314349999651313,-37.101043850000003,175.768087479999991,Hikuai,"6","995","237","01100",Thames-Coromandel District
"168000",Totora-Kopu,8.389492160000000,8.389492160000000,1827308.033150000032037,5883434.666050000116229,-37.167879659999997,175.560117630000008,Totora-Kopu,"3","943","867","01100",Thames-Coromandel District
"168100",Tairua,4.171663950000000,4.171663950000000,1853933.547599999932572,5901920.066549999639392,-36.994599139999998,175.853423289999995,Tairua,"5","976","1479","01100",Thames-Coromandel District
"168200",Pauanui,9.896836110000001,9.896836110000001,1853932.608650000067428,5897560.389999999664724,-37.033850409999999,175.854881820000003,Pauanui,"2","921","1005","01100",Thames-Coromandel District
"168300",Matatoki-Puriri,161.093793409999989,161.093793409999989,1836039.355750000104308,5875488.601999999955297,-37.237264459999999,175.660873960000004,Matatoki-Puriri,"6","986","1059","01100",Thames-Coromandel District
"168400",Whangamata Rural,153.639122869999994,153.639122869999994,1851259.871899999910966,5881933.047000000253320,-37.175266489999998,175.830100479999999,Whangamata Rural,"6","995","432","01100",Thames-Coromandel District
"168500",Whangamata,8.459903290000000,8.459903290000000,1854371.684249999932945,5877593.482149999588728,-37.213492809999998,175.866588970000009,Whangamata,"6","991","4074","01100",Thames-Coromandel District
"168600",Miranda-Pukorokoro,81.340403830000000,81.340403830000000,1802232.611800000071526,5890106.634349999949336,-37.113548940000001,175.276112780000005,Miranda-Pukorokoro,"7","1016","849","01200",Hauraki District
"168700",Hauraki Plains North,178.738875019999995,178.738875019999995,1812507.591049999929965,5873150.740899999625981,-37.263982190000000,175.396490709999995,Hauraki Plains North,"7","1012","1155","01200",Hauraki District
"168800",Hauraki Plains East,90.714125440000004,90.714125440000004,1825626.024250000016764,5875671.833399999886751,-37.238193350000003,175.543536890000013,Hauraki Plains East,"6","996","1365","01200",Hauraki District
"168900",Ngatea,3.353685120000000,3.353685120000000,1820890.918749999953434,5871266.779099999926984,-37.278997290000000,175.491510500000004,Ngatea,"6","991","1452","01200",Hauraki District
"169000",Hauraki Plains South,251.349055759999999,251.349055759999999,1819868.139600000111386,5862821.633249999955297,-37.355291999999999,175.482485550000007,Hauraki Plains South,"9","1063","1533","01200",Hauraki District
"169100",Paeroa Rural,272.561385799999982,272.561385799999982,1828270.580250000115484,5858358.230750000104308,-37.393455240000002,175.578646029999987,Paeroa Rural,"7","1025","1845","01200",Hauraki District
"169200",Paeroa,6.869695790000000,6.869695790000000,1836764.609649999998510,5860132.106150000356138,-37.375352560000003,175.673936880000014,Paeroa,"9","1104","4269","01200",Hauraki District
"169300",Waihi Rural,375.752291720000017,375.752291720000017,1846339.821400000015274,5853050.163649999536574,-37.436618860000003,175.784321909999989,Waihi Rural,"6","1003","2148","01200",Hauraki District
"169400",Waihi North,2.634867490000000,2.634867490000000,1850859.199500000104308,5858512.674599999561906,-37.386227359999999,175.833492290000009,Waihi North,"9","1095","1740","01200",Hauraki District
"169500",Waihi East,4.077893260000000,4.077893260000000,1852831.311049999902025,5858891.564299999736249,-37.382280700000003,175.855612930000007,Waihi East,"9","1073","1386","01200",Hauraki District
"169600",Waihi South,2.694788750000000,2.694788750000000,1851178.925499999895692,5857267.699350000359118,-37.397348999999998,175.837522379999996,Waihi South,"9","1104","2277","01200",Hauraki District
"169700",Aka Aka,186.866328420000002,186.866328420000002,1757342.856050000060350,5871331.968200000002980,-37.291327369999998,174.775092059999992,Aka Aka,"3","946","3102","01300",Waikato District
"169800",Mangatangi,257.805407000000002,257.805407000000002,1793213.299050000030547,5885715.687699999660254,-37.155006299999997,175.175802089999991,Mangatangi,"5","973","1083","01300",Waikato District
"169900",Tuakau Rural,46.000822059999997,46.000822059999997,1773062.881449999986216,5871589.838499999605119,-37.286212270000000,174.952290589999990,Tuakau Rural,"3","947","1581","01300",Waikato District
"170000",Tuakau North,2.694783580000000,2.694783580000000,1772763.190949999960139,5874815.008799999952316,-37.257213090000000,174.948162559999986,Tuakau North,"7","1020","3147","01300",Waikato District
"170100",Onewhero,205.400437259999990,205.400437259999990,1766082.723599999910221,5863077.862800000235438,-37.364169850000003,174.875493589999991,Onewhero,"5","969","1605","01300",Waikato District
"170200",Pokeno Rural,88.627618659999996,88.627618659999996,1777758.742150000063702,5873274.734249999746680,-37.270148530000000,175.004831749999994,Pokeno Rural,"3","941","1668","01300",Waikato District
"170300",Tuakau South,2.659157390000000,2.659157390000000,1772043.364150000037625,5872138.048449999652803,-37.281462650000002,174.940668780000010,Tuakau South,"9","1081","1866","01300",Waikato District
"170400",Port Waikato-Waikaretu,210.118007879999993,210.118007879999993,1757437.624749999959022,5852246.550300000235438,-37.463261439999997,174.780221509999990,Port Waikato-Waikaretu,"10","1116","783","01300",Waikato District
"170500",Pokeno,6.439871990000000,6.439871990000000,1779184.436549999983981,5876128.321700000204146,-37.244168879999997,175.020215299999990,Pokeno,"2","925","2517","01300",Waikato District
"170600",Pukekawa,140.864628850000003,140.864628850000003,1777595.520100000081584,5863757.923849999904633,-37.355911149999997,175.005268660000013,Pukekawa,"4","952","1476","01300",Waikato District
"170700",Maramarua,267.660114420000014,267.660114420000014,1796359.360649999929592,5871879.960749999620020,-37.278974079999998,175.214848609999990,Maramarua,"9","1070","1767","01300",Waikato District
"170800",Rangiriri,137.340168659999989,172.788535359999997,1785028.414099999936298,5859849.304299999959767,-37.389667199999998,175.090122119999990,Rangiriri,"7","1020","1833","01300",Waikato District
"170900",Te Akau,804.117997820000028,816.019166530000007,1780340.849299999885261,5825824.774799999780953,-37.697079469999998,175.045561880000008,Te Akau,"6","1003","1968","01300",Waikato District
"171000",Inlets Waikato District,0.000000000000000,65.430135489999998,1767652.852999999886379,5816008.649249999783933,-37.787914630000003,174.903985210000002,Inlets Waikato District,,,"0","01300",Waikato District
"171100",Te Kauwhata,1.739618420000000,1.739618420000000,1790122.053649999899790,5858308.063149999827147,-37.402519099999999,175.148020870000011,Te Kauwhata,"7","1012","1617","01300",Waikato District
"171200",Huntly Rural,353.228283030000000,353.228283030000000,1793621.313850000035018,5844025.715099999681115,-37.530437249999999,175.191283090000013,Huntly Rural,"7","1028","2271","01300",Waikato District
"171300",Waerenga,261.726177399999983,261.726177399999983,1804272.133549999911338,5855609.428299999795854,-37.423812660000003,175.308521780000007,Waerenga,"6","993","915","01300",Waikato District
"171400",Huntly West,5.774503480000000,5.774503480000000,1788963.638899999903515,5843511.928899999707937,-37.536031229999999,175.138736740000013,Huntly West,"10","1276","3153","01300",Waikato District
"171500",Huntly East,8.781649679999999,8.781649679999999,1791285.246199999935925,5841454.325749999843538,-37.554085639999997,175.165532460000009,Huntly East,"10","1120","4752","01300",Waikato District
"171600",Raglan,4.902709890000000,4.902709890000000,1763186.052350000012666,5813492.814550000242889,-37.811387199999999,174.853848300000010,Raglan,"7","1012","3279","01300",Waikato District
"171700",Whitikahu,253.626874679999986,253.626874679999986,1804636.624850000021979,5839259.249699999578297,-37.570986699999999,175.317185899999998,Whitikahu,"5","980","1968","01300",Waikato District
"171800",Te Uku,549.666875020000020,549.666875020000020,1770447.359849999891594,5805370.454499999992549,-37.883226340000000,174.938211650000000,Te Uku,"5","966","2748","01300",Waikato District
"171900",Taupiri-Lake Kainui,49.762375790000000,49.762375790000000,1793038.745600000023842,5829811.734199999831617,-37.658583870000001,175.188442149999986,Taupiri-Lake Kainui,"7","1008","2220","01300",Waikato District
"172000",Ngaruawahia North,1.152970350000000,1.152970350000000,1789944.934750000014901,5829495.495450000278652,-37.662077619999998,175.153473450000007,Ngaruawahia North,"10","1152","1782","01300",Waikato District
"172100",Ngaruawahia Central,3.847130970000000,3.847130970000000,1789192.256300000008196,5829034.749499999918044,-37.666383050000000,175.145065039999992,Ngaruawahia Central,"10","1115","2886","01300",Waikato District
"172200",Ngaruawahia South,4.423831650000000,4.423831650000000,1789008.890249999938533,5827447.044900000095367,-37.680721419999998,175.143398859999991,Ngaruawahia South,"8","1056","1953","01300",Waikato District
"172300",Kainui-Gordonton,88.432758219999997,88.432758219999997,1800669.469349999912083,5829539.838949999772012,-37.659396370000003,175.274963560000003,Kainui-Gordonton,"4","954","1734","01300",Waikato District
"172400",Te Kowhai,44.948530110000000,44.948530110000000,1790661.895100000081584,5822832.086649999953806,-37.721945880000000,175.163340280000000,Te Kowhai,"2","924","2061","01300",Waikato District
"172500",Whatawhata West,49.901880660000003,49.901880660000003,1787034.960900000063702,5818542.023500000126660,-37.761334730000002,175.123317549999996,Whatawhata West,"2","922","504","01300",Waikato District
"172600",Horotiu,3.230277860000000,3.230277860000000,1794164.601100000087172,5824895.402549999766052,-37.702626440000003,175.202506529999994,Horotiu,"5","982","624","01300",Waikato District
"172700",Horsham Downs,15.797140530000000,15.797140530000000,1801154.199749999912456,5824316.415850000455976,-37.706333610000001,175.281896289999992,Horsham Downs,"1","893","714","01300",Waikato District
"172800",Whatawhata East,47.459330700000002,47.459330700000002,1790088.130050000036135,5814133.664200000464916,-37.800410589999998,175.159111480000007,Whatawhata East,"3","933","2763","01300",Waikato District
"172900",Rotokauri,15.640355550000001,15.640355550000001,1795505.053550000069663,5814444.854700000025332,-37.796464440000001,175.220513659999995,Rotokauri (Waikato District),"1","904","1017","01300",Waikato District
"173000",Hamilton Park,46.310121129999999,46.310121129999999,1806064.666699999943376,5819511.441049999557436,-37.748515279999999,175.338919900000008,Hamilton Park,"3","941","1593","01300",Waikato District
"173100",Eureka-Tauwhare,135.546530960000013,135.546530960000013,1814376.794950000010431,5820286.042100000195205,-37.739630429999998,175.432960939999987,Eureka-Tauwhare,"2","925","2142","01300",Waikato District
"173200",Tamahere North,18.673997860000000,18.673997860000000,1807100.808100000023842,5812369.691499999724329,-37.812597300000000,175.352710260000009,Tamahere North,"1","884","4152","01300",Waikato District
"173300",Pukemoremore,43.276964669999998,43.276964669999998,1813330.028649999992922,5813609.813000000081956,-37.799995619999997,175.423053119999992,Pukemoremore,"4","954","2394","01300",Waikato District
"173400",Tamahere South,38.836614169999997,38.836614169999997,1810265.690699999919161,5808424.254449999891222,-37.847403770000000,175.389781830000004,Tamahere South,"1","901","1974","01300",Waikato District
"173500",Tahuna-Mangateparu,238.936406879999993,238.936406879999993,1817819.546349999960512,5844438.578350000083447,-37.521322130000001,175.464801719999997,Tahuna-Mangateparu,"6","988","1569","01500",Matamata-Piako District
"173600",Mangaiti,258.105595919999985,258.105595919999985,1832367.522750000003725,5846330.698099999688566,-37.500736160000002,175.628671969999999,Mangaiti,"7","1023","1338","01500",Matamata-Piako District
"173700",Tatuanui,144.459648600000008,144.459648600000008,1828825.530100000090897,5830781.161500000394881,-37.641633740000003,175.593494609999993,Tatuanui,"5","967","1377","01500",Matamata-Piako District
"173800",Tahuroa,181.866336880000006,181.866336880000006,1822592.598849999951199,5824576.775249999947846,-37.699033440000001,175.524807960000004,Tahuroa,"6","985","1794","01500",Matamata-Piako District
"173900",Morrinsville East,3.877201150000000,3.877201150000000,1823744.662350000115111,5830241.306400000117719,-37.647746470000001,175.536126059999987,Morrinsville East,"5","967","4812","01500",Matamata-Piako District
"174000",Morrinsville West,3.903316380000000,3.903316380000000,1822214.687799999956042,5829153.124450000002980,-37.657916680000000,175.519130569999987,Morrinsville West,"8","1051","2949","01500",Matamata-Piako District
"174100",Te Aroha East,4.680673030000000,4.680673030000000,1839385.423849999904633,5842463.685850000008941,-37.533760250000000,175.709241749999990,Te Aroha East,"9","1075","2529","01500",Matamata-Piako District
"174200",Te Aroha West,6.293375070000000,6.293375070000000,1838571.720599999884143,5840570.197250000201166,-37.551019250000003,175.700657390000003,Te Aroha West,"6","985","2025","01500",Matamata-Piako District
"174300",Waihou-Manawaru,140.787966949999998,140.787966949999998,1844399.970500000054017,5835212.480849999934435,-37.597727870000000,175.768350540000000,Waihou-Manawaru,"7","1013","1209","01500",Matamata-Piako District
"174400",Waitoa-Ngarua,107.272630100000001,107.272630100000001,1838656.535499999998137,5830291.221149999648333,-37.643543649999998,175.704967159999995,Waitoa-Ngarua,"7","1018","1170","01500",Matamata-Piako District
"174500",Richmond Downs-Wardville,206.667192470000003,206.667192470000003,1842008.564349999884143,5822141.749099999666214,-37.716036629999998,175.745624600000014,Richmond Downs-Wardville,"7","1007","1278","01500",Matamata-Piako District
"174600",Waharoa-Peria,74.203161069999993,74.203161069999993,1840836.879500000039116,5814222.677299999631941,-37.787640740000001,175.734970500000003,Waharoa-Peria,"9","1065","1521","01500",Matamata-Piako District
"174700",Okauia,120.031518829999996,120.031518829999996,1850647.384649999905378,5815571.301500000059605,-37.772862510000003,175.845790029999989,Okauia,"5","966","1041","01500",Matamata-Piako District
"174800",Hinuera,130.313408140000007,130.313408140000007,1839284.659350000089034,5804442.243900000117719,-37.876101560000002,175.720595430000003,Hinuera,"4","957","1152","01500",Matamata-Piako District
"174900",Matamata North,2.131923280000000,2.131923280000000,1844789.385250000050291,5811709.078399999998510,-37.809219499999998,175.780656230000005,Matamata North,"7","1024","3174","01500",Matamata-Piako District
"175000",Matamata South,4.026047710000000,4.026047710000000,1843929.229499999899417,5810811.381950000301003,-37.817531279999997,175.771198209999994,Matamata South,"7","1010","4632","01500",Matamata-Piako District
"175100",Te Poi,127.850616239999994,127.850616239999994,1852713.560049999970943,5804546.627949999645352,-37.871536079999998,175.873069659999999,Te Poi,"6","994","840","01500",Matamata-Piako District
"175200",Te Rapa North,9.243636159999999,9.243636159999999,1795692.731200000038370,5821568.625350000336766,-37.732264229999998,175.220723620000001,Te Rapa North,"7","1011","180","01600",Hamilton City
"175300",Flagstaff North,1.764135800000000,1.764135800000000,1798094.195049999980256,5822622.194899999536574,-37.722258969999999,175.247669379999991,Flagstaff North,"1","905","3192","01600",Hamilton City
"175400",Rotokauri-Waiwhakareke,7.101353800000000,7.101353800000000,1794810.264149999944493,5819019.072150000371039,-37.755415139999997,175.211399660000012,Rotokauri-Waiwhakareke,"2","914","546","01600",Hamilton City
"175500",Flagstaff South,1.638760600000000,1.638760600000000,1797389.603649999946356,5821842.539499999955297,-37.729433000000000,175.239891949999986,Flagstaff South,"1","889","2829","01600",Hamilton City
"175600",Rototuna North,2.664729370000000,2.664729370000000,1799639.351500000106171,5823126.725650000385940,-37.717379549999997,175.265050489999993,Rototuna North,"4","960","912","01600",Hamilton City
"175700",Pukete West,0.839718200000000,0.839718200000000,1796955.843399999896064,5820743.964300000108778,-37.739420639999999,175.235270850000006,Pukete West,"6","1004","2244","01600",Hamilton City
"175800",Flagstaff East,1.805979390000000,1.805979390000000,1798598.408950000070035,5821288.792349999770522,-37.734158850000000,175.253750470000000,Flagstaff East,"3","941","3810","01600",Hamilton City
"175900",Rototuna Central,1.443661230000000,1.443661230000000,1799644.598049999913201,5822100.267850000411272,-37.726622949999999,175.265391649999998,Rototuna Central,"2","928","4779","01600",Hamilton City
"176000",Pukete East,1.091344290000000,1.091344290000000,1797756.137749999994412,5820481.745550000108778,-37.741609730000000,175.244418419999988,Pukete East,"4","950","2361","01600",Hamilton City
"176100",Te Manatu,1.325911080000000,1.325911080000000,1801105.843499999959022,5822111.867150000296533,-37.726198760000003,175.281957339999991,Te Manatu,"4","953","3672","01600",Hamilton City
"176200",Rototuna South,1.977672270000000,1.977672270000000,1800019.612800000002608,5820995.630749999545515,-37.736489730000002,175.269947760000008,Rototuna South,"3","933","4428","01600",Hamilton City
"176300",Te Rapa South,3.915406990000000,3.915406990000000,1797415.124700000043958,5818291.087949999608099,-37.761413220000001,175.241146140000012,Te Rapa South,"9","1110","114","01600",Hamilton City
"176400",Saint Andrews West,1.005951720000000,1.005951720000000,1798239.722950000083074,5819193.612700000405312,-37.753106449999997,175.250254390000009,Saint Andrews West,"9","1067","2880","01600",Hamilton City
"176500",Saint Andrews East,1.594233720000000,1.594233720000000,1799245.473650000058115,5819142.527700000442564,-37.753348060000000,175.261676709999989,Saint Andrews East,"5","965","2481","01600",Hamilton City
"176600",Queenwood (Hamilton City),1.488628830000000,1.488628830000000,1799659.351899999892339,5819897.890300000086427,-37.746454880000002,175.266163769999991,Queenwood (Hamilton),"3","936","2382","01600",Hamilton City
"176700",St James,0.733927290000000,0.733927290000000,1801246.766599999973550,5821050.952499999664724,-37.735722549999998,175.283848830000011,St James,"2","917","1938","01600",Hamilton City
"176800",Crawshaw,0.863983340000000,0.863983340000000,1796845.098350000102073,5817118.182350000366569,-37.772099720000000,175.234997520000007,Crawshaw,"10","1182","3249","01600",Hamilton City
"176900",Huntington,1.262513180000000,1.262513180000000,1801213.718899999978021,5820161.420950000174344,-37.743741040000003,175.283720289999991,Huntington,"1","907","2574","01600",Hamilton City
"177000",Western Heights (Hamilton City),1.071521160000000,1.071521160000000,1796074.041650000028312,5815672.500900000333786,-37.785285809999998,175.226639669999997,Western Heights (Hamilton),"2","922","2913","01600",Hamilton City
"177100",Nawton West,1.090061110000000,1.090061110000000,1796685.427649999968708,5815686.992300000041723,-37.785023920000000,175.233573869999987,Nawton West,"7","1028","3663","01600",Hamilton City
"177200",Nawton East,1.318509330000000,1.318509330000000,1797280.697900000028312,5816272.752899999730289,-37.779620049999998,175.240169750000007,Nawton East,"10","1126","4212","01600",Hamilton City
"177300",Chartwell,0.896750010000000,0.896750010000000,1800608.712999999988824,5819035.837349999696016,-37.754011030000001,175.277169399999991,Chartwell,"10","1151","2502","01600",Hamilton City
"177400",Forest Lake (Hamilton City),1.228113470000000,1.228113470000000,1798424.858599999919534,5817164.374350000172853,-37.771342210000000,175.252908950000005,Forest Lake (Hamilton),"7","1015","2487","01600",Hamilton City
"177500",Chedworth,0.877469080000000,0.877469080000000,1801303.216699999989942,5819381.520399999804795,-37.750745230000000,175.284951379999995,Chedworth,"5","969","1821","01600",Hamilton City
"177600",Beerescourt,1.020074470000000,1.020074470000000,1799199.131650000112131,5817996.177199999801815,-37.763682449999997,175.261465479999998,Beerescourt,"5","966","2220","01600",Hamilton City
"177700",Miropiko,2.078990660000000,2.078990660000000,1800085.595900000073016,5817868.489049999974668,-37.764638920000003,175.271557260000009,Miropiko,"4","951","3186","01600",Hamilton City
"177800",Porritt,1.233912480000000,1.233912480000000,1801407.215049999998882,5818485.453200000338256,-37.758792399999997,175.286379439999990,Porritt,"10","1116","2634","01600",Hamilton City
"177900",Dinsdale North,1.521210580000000,1.521210580000000,1797748.614700000034645,5815258.876149999909103,-37.788650210000000,175.245755739999993,Dinsdale North,"7","1024","4383","01600",Hamilton City
"178000",Maeroa,1.279882670000000,1.279882670000000,1799056.098400000017136,5816371.192350000143051,-37.778348569999999,175.260288489999994,Maeroa,"8","1062","3726","01600",Hamilton City
"178100",Dinsdale South,1.561049170000000,1.561049170000000,1797155.467750000068918,5814191.657499999739230,-37.798390089999998,175.239314559999997,Dinsdale South,"6","998","3966","01600",Hamilton City
"178200",Fairfield (Hamilton City),1.399106890000000,1.399106890000000,1801177.604049999965355,5817369.557350000366569,-37.768892780000002,175.284084000000007,Fairfield (Hamilton),"10","1185","4383","01600",Hamilton City
"178300",Whitiora,0.905547190000000,0.905547190000000,1799955.875100000062957,5816435.951000000350177,-37.777568960000004,175.270480289999995,Whitiora,"8","1060","2538","01600",Hamilton City
"178400",Enderley North,0.694567290000000,0.694567290000000,1802088.879549999954179,5818049.503600000403821,-37.762568219999999,175.294233350000013,Enderley North,"10","1251","2523","01600",Hamilton City
"178500",Fairview Downs,1.123348370000000,1.123348370000000,1802879.644400000106543,5818173.940700000151992,-37.761272480000002,175.303169169999990,Fairview Downs,"8","1036","3201","01600",Hamilton City
"178600",Temple View,4.373088660000000,4.373088660000000,1795311.880050000036135,5811543.358099999837577,-37.822637850000000,175.219103450000006,Temple View,"7","1006","1185","01600",Hamilton City
"178700",Swarbrick,0.505705160000000,0.505705160000000,1798301.288600000087172,5814646.983149999752641,-37.794041290000003,175.252195150000006,Swarbrick,"10","1117","2400","01600",Hamilton City
"178800",Kahikatea,0.977555030000000,0.977555030000000,1798136.120600000023842,5813841.002349999733269,-37.801335979999998,175.250540919999992,Kahikatea,"9","1106","3465","01600",Hamilton City
"178900",Frankton Junction,3.340970470000000,3.340970470000000,1799207.279300000052899,5814351.077349999919534,-37.796509159999999,175.262558850000005,Frankton Junction (Hamilton),"9","1106","639","01600",Hamilton City
"179000",Kirikiriroa,0.509472040000000,0.509472040000000,1800315.057999999960884,5815939.668700000271201,-37.781959899999997,175.274692859999988,Kirikiriroa,"9","1098","267","01600",Hamilton City
"179100",Enderley South,0.765753600000000,0.765753600000000,1802271.547000000020489,5817213.130099999718368,-37.770060219999998,175.296538609999999,Enderley South,"10","1184","2736","01600",Hamilton City
"179200",Ruakura,9.024715590000000,9.024715590000000,1804121.901700000045821,5816907.651949999853969,-37.772400120000000,175.317617259999992,Ruakura,"6","989","1158","01600",Hamilton City
"179300",Claudelands,1.383740930000000,1.383740930000000,1801485.433100000023842,5816162.797600000165403,-37.779693129999998,175.287911460000004,Claudelands,"8","1052","3057","01600",Hamilton City
"179400",Hamilton Central,1.159797910000000,1.159797910000000,1800941.222199999960139,5815100.414099999703467,-37.789380819999998,175.282030670000012,Hamilton Central,"8","1057","798","01600",Hamilton City
"179500",Hamilton Lake,1.864358980000000,2.427955720000000,1800166.250849999953061,5814171.820399999618530,-37.797913940000001,175.273492309999995,Hamilton Lake,"7","1015","3483","01600",Hamilton City
"179600",Peachgrove,1.435526600000000,1.435526600000000,1802322.182150000007823,5816450.143899999558926,-37.776920459999999,175.297325800000010,Peachgrove,"7","1021","3675","01600",Hamilton City
"179700",Hamilton East Village,1.321224620000000,1.321224620000000,1801926.498949999921024,5814976.267500000074506,-37.790281680000000,175.293246530000005,Hamilton East Village,"9","1074","3204","01600",Hamilton City
"179800",Hamilton West,0.914664530000000,0.914664530000000,1801120.545300000114366,5813834.546000000089407,-37.800741819999999,175.284416899999997,Hamilton West,"8","1054","1671","01600",Hamilton City
"179900",Greensboro,0.466321270000000,0.466321270000000,1803428.608900000108406,5815436.254900000058115,-37.785805889999999,175.310164009999994,Greensboro,"10","1122","3795","01600",Hamilton City
"180000",Hamilton East Cook,0.733647080000000,0.733647080000000,1802820.438199999975041,5814835.580249999649823,-37.791350700000002,175.303430679999991,Hamilton East Cook,"9","1101","2046","01600",Hamilton City
"180100",Melville North,0.688336410000000,0.688336410000000,1800650.055050000082701,5812716.029699999839067,-37.810918719999997,175.279386509999995,Melville North,"8","1053","2772","01600",Hamilton City
"180200",Hamilton East,2.221333520000000,2.221333520000000,1802558.450650000013411,5813739.500549999997020,-37.801280040000002,175.300763780000011,Hamilton East,"7","1017","3951","01600",Hamilton City
"180300",Melville South,0.989982280000000,0.989982280000000,1800559.728600000031292,5812187.892049999907613,-37.815694989999997,175.278507399999995,Melville South,"9","1104","2451","01600",Hamilton City
"180400",Deanwell,0.670204920000000,0.670204920000000,1800167.242599999997765,5811681.603649999946356,-37.820340799999997,175.274191650000006,Deanwell,"9","1066","2139","01600",Hamilton City
"180500",Bader,1.097109930000000,1.097109930000000,1801803.353899999987334,5812866.373049999587238,-37.809310549999999,175.292436500000008,Bader,"10","1187","2556","01600",Hamilton City
"180600",Hillcrest West (Hamilton City),0.870540900000000,0.870540900000000,1803675.246250000083819,5814357.436999999918044,-37.795466630000000,175.313265809999990,Hillcrest West (Hamilton),"7","1014","2667","01600",Hamilton City
"180700",Hillcrest East (Hamilton City),1.017168520000000,1.017168520000000,1804413.655999999959022,5814268.224600000306964,-37.796105130000001,175.321671220000013,Hillcrest East (Hamilton),"8","1048","3093","01600",Hamilton City
"180800",Silverdale (Hamilton City),0.802218160000000,0.802218160000000,1805083.242400000104681,5814786.246450000442564,-37.791289880000001,175.329123890000005,Silverdale (Hamilton),"8","1062","2088","01600",Hamilton City
"180900",Glenview,0.894603700000000,0.894603700000000,1801610.344349999912083,5811778.696250000037253,-37.819148769999998,175.290548360000003,Glenview,"8","1036","2283","01600",Hamilton City
"181000",Resthill,1.121366030000000,1.121366030000000,1801313.036450000014156,5811055.745249999687076,-37.825725259999999,175.287374080000006,Resthill,"5","981","2439","01600",Hamilton City
"181100",Fitzroy,1.489460170000000,1.489460170000000,1802521.879549999954179,5811899.998750000260770,-37.817854529999998,175.300862969999997,Fitzroy (Hamilton),"5","978","2829","01600",Hamilton City
"181200",Riverlea,1.739465320000000,1.739465320000000,1804673.259749999968335,5813255.994500000029802,-37.805162920000001,175.324903369999987,Riverlea,"5","974","2775","01600",Hamilton City
"181300",Peacockes,6.932829760000000,6.932829760000000,1803574.107000000076368,5811247.185899999924004,-37.823499579999996,175.312992009999988,Peacockes,"4","957","348","01600",Hamilton City
"181400",Te Pahu,158.162208359999994,158.162208359999994,1787006.551500000059605,5800359.085149999707937,-37.925112890000001,175.127697269999999,Te Pahu,"3","936","1428","01700",Waipa District
"181500",Ngahinapouri,73.938375050000005,73.938375050000005,1793958.735099999932572,5806816.054399999789894,-37.865502679999999,175.205007660000007,Ngahinapouri,"2","918","1668","01700",Waipa District
"181700",Lake Ngaroto,94.567884230000004,94.567884230000004,1797102.881800000090152,5799566.863450000062585,-37.930115250000000,175.242707819999993,Lake Ngaroto,"2","918","1170","01700",Waipa District
"181800",Kaipaki,36.522637029999999,36.522637029999999,1807018.934750000014901,5804413.600650000385940,-37.884264549999997,175.354058909999992,Kaipaki,"2","930","1581","01700",Waipa District
